comment_text,sentiment_polarity,sentiment_label
"Is ""the event that shaped our world"" WWII or Dunkirk? I get WWII, though it's a bit of a stretch after so many years, but Dunkirk? Either way, I'm looking forward to a big-budget war movie that sheds light on some of the darker days of the Allied experience.",-0.7724,negative
"I saw the movie about the Welsh girl who wrote a movie about this, it's called Their Finest, I can just tell you right now fuck this movie and go watch Gemma Arterton say fuck you to gender discrimination during WWII, it's honestly a better way to spend your time and is about the same fucking moment in WWII",-0.2732,negative
"I see that movie,best movie of 2016-2017",0.0,neutral
And to think thease men gave there lives so muslims could piss on there graves,-0.6326,negative
"Dies ist nur ein deutscher Kommentar, nicht weiter beachten.",0.0,neutral
can't wait ðŸ‘ðŸ‘ðŸ’•,0.0,neutral
Not one fucking mention of the 51st Highland Division.,0.0,neutral
OMG the armchair war heroes and historians are in full Bullshit mode on here. Fucking children fuck grow up. My dicks bigger than yours.,-0.8473,negative
Was anyone else pissed off they didn't have the music at 1:27 in the actual movie?,-0.6369,negative
szkoda ze was tam Angole! ten Idiota Hitler nie wydusiÅ‚ ! o jak ja bym chciaÅ‚ aby Operacja lew Morski udaÅ‚a siÄ™ !! i spaliÅ‚ ten wasz Londyn,0.0,neutral
That was intense. Looking forward!,0.1511,positive
FUCK YOU -HARRY,-0.5423,negative
Ø«Ù†ÙŠÙ† ÙƒØ¨Ø¯Ù‡,0.0,neutral
12 year olds getting their panties wet over some former pop star yet forget to care about the movie itself and what happened,0.3182,positive
is that fucking one direction guy in this? what the fucking fuck.,-0.5849,negative
"Harry Styles, anyone? :D",0.6166,positive
Am I the only one that never noticed or even remotely gave a shit that Harry styles is in it? Overall I'm looking forward to the movie,-0.5574,negative
story is too linear they literally picked the most boring part of the war to make a film about,-0.7574,negative
This movie was so Trash...half the theater walked out by the time it ended.,0.0,neutral
Christopher Nolan with Hans Zimmer is a perfect duo for a movie Tom hardy is just icing on the cake,0.7506,positive
"hello every one
 Your video is very interesting and beautiful
 I also follow the directions like this
 you and everyone on your channel to view and comment on my
 thank you so much
 good luck",0.9559,positive
American British bias -_-WOW,-0.1027,negative
Looks WAAAAAAAAAAAAAAAAAAAAY too clean.,0.4019,positive
"Man, I love how the music really kicks in at 1:29. It's inspiring in many ways",0.7906,positive
Spoiler: we won the war,-0.0516,negative
"It's scarecrow, pause at 1:19",-0.2023,negative
"The Germans are once again the bad guys in another jewish propaganda movie, awesome! Thanks Hollywood. you're the best.",0.7901,positive
oh boy oh boy - that mark rylance is bloody great isn't he,0.296,positive
Why all the comments about harry styles it's not his movie. We should be talking about nolan for a moment and give this guy the credit he deserves for making such a great and remarkable movies.,0.8834,positive
can't wait y'all (and no not Bc Harry styles is in this but Bc it looks cool),-0.1531,negative
"Loved it, made me jump more than a horror movie...",-0.0202,negative
watched this last night. okay movie but felt like an hour was missing from the start of the movie. shame would have made it a great movie!,0.5707,positive
BF1?,0.0,neutral
Brexit the movie hahaha,0.5574,positive
vessel domestic observer coach male brother coat.,0.0,neutral
"This looks amazing!!! Im a 1D fan yes so Harry being in it is great but even if he wasent id still be digging this, And whats more its probably going to attract young people to a genre they might otherwise pass up which i think is brilliant!!",0.9522,positive
"Harry my love , seeing him drown made me sooo scared! Im so proud of him ðŸ˜­ðŸ˜˜â¤ï¸",0.3149,positive
"Hitler , let them get a way ... lucky bastards .",-0.296,negative
Very smart to cast Harry Styles,0.4576,positive
can't say I'll be buying the dvd.,0.0,neutral
all hail Christopher NolanðŸ™ŒðŸ™ŒðŸ™Œ,0.0772,positive
"DUNKIRK the masterpieceðŸ˜
 it deserves more than 3 Oscars ðŸ˜ðŸ˜",0.0,neutral
THOMAS FOOOKIN SHELBY,0.0,neutral
Who r they fighting,-0.3612,negative
this is by far the best war movie ive ever seen beter then saving privet ryan,0.0772,positive
Maybe finally the movie that will give nolan his long deserved oscar,0.0,neutral
Nolan's back !,0.0,neutral
Why the hell Americans change the name of our cities ??????????? It's Dunkerque and not Dunkirk,-0.7622,negative
"We must be very careful not to assign to this deliverance the attributes of a victory. Wars are not won by evacuations. But there was a victory inside this deliverance, which should be noted. 
 -Winston Churchill",-0.4315,negative
Now a days u hv to see if its game or movie,0.0,neutral
"The genius of this movie is little to no character development and allowing the viewer to feel, movies get bad raps without character development this one I believe itâ€™s genius",-0.6621,negative
"Watched it last night. Reasonably dull, with bits of action that don't join together. Forgettable characters and poor acting. Good dogfights though",-0.5842,negative
Go and watch that movie. ITS AWESOME!!!!,0.0,neutral
Let me just make my mark ðŸ˜‰,0.0,neutral
IM SCREAMINGGGGGGGG,0.0,neutral
Highly suggest everyone who wants to see this just because Harry Styles is in it (don't get me wrong I'm excited) please do some research on what this story is really about.,0.5932,positive
Ð“ÐÐ Ð˜Ð§ÐšÐÐÐ ÐžÐ¡ÐšÐÐ Ð•ÐœÐ£ !!!,0.0,neutral
that hans zimmer soundtrack tho,0.0,neutral
quem veio so por causa do harry kkkkklll euuuu,0.0,neutral
"As a history buff and lover of war movies, I will probably watch this movie multiple times.",-0.0258,negative
"This was kind of an epic moment in time. When Hitler could have completely ended Britain's fighting force. So as far as us WWII fans, this is a movie that needed to be made. And I like that Harry Styles is in it, and the new generation hopefully might have some interest. Harry is a good kid, he worked in a bakery as a teen and the old ladies loved him.Â And I especially liked when he was trying out for the contest, standing in line and they interviewed him and he said I hope they pick me! Yeah they picked you little bastard. Just kidding",0.9489,positive
is that a WW1,0.0,neutral
hans zimmer and christopher Nolan best combination,0.6369,positive
"Watched this Moive - looks slow initially , but quickly you are in the ""WAR zone"" , with emotions and tensions building music keeps you getting engaged along with a bit non-linear narration ..... it really plays with your mind like earlier nolan movies .",-0.3094,negative
The movie is a masterpiece thank u Christopher Nolan as always,0.765,positive
really summer 2017.... I fkng hate trailers.,-0.5719,negative
HARRY STYLES,0.0,neutral
Contribution of british indian soldiers ignored and also the actual history,-0.3182,negative
I was at the theater and when the stukas came in for their first dive I was deaf,0.0,neutral
This movie was like watching a loud plane fly over you for 3 hours...there was no climax or anything...disappointing,0.0772,positive
"What a piece of crap. Stupid Hollywood history lesson. It was not some kind of heroic rescue mission with tiny boats that saved the asses of the brits, it was solely Hitlers stupid ""Haltebefehl"" that did. Go pick a book on history instead of this crap full of history written by the victors. If it would have been for the German Generals, they would have wiped out the place and exterminated the whole british expedition force with a hand swipe.",0.1548,positive
"ITS MY BIRTHDAY, MY MOM SAID IF I GET 10 SUBRSCRIBERS, SHE WOULD GET ME A CAKE",0.0,neutral
I failed my math test today because I was busy trying to figure out why the fuck did Christopher Nolan cast Harry Styles.,-0.7783,negative
People call one direction fans immature... I've seen comments saying one direction fans are faggots and mean stuffs like that... how is that a sign of maturity...!we know Christopher nolan is a really talented director...and we would've gone to see the movie even if harry wasn't in it...i mean.. nolan wouldn't cast someone just to make money or draw female audiences... come on.. have a lil respect... harry or no one direction member ever did u guys any harm...so why on earth would u hate on him... hating on a person for practically nothing is not a cool thing... if he bothers u that much... just forget that he's even in the movie... or better maybe be a decent human being and have a lil respect for talent! that would be really nice... all the love ... xx,0.6473,positive
Is there any website where I can watch this online??? Without registration and that kind of stuff? I just don't trust pages where I have to registrate.... :(,-0.7623,negative
So much stupid in the comments.,-0.5688,negative
21 july I have my birthday,0.0,neutral
is this in any assosiation with the dceu? just wondering,0.0,neutral
It's funny how so many people call the French cowards yet completely ignore what the Italians pulled off. Italy literally SWITCHED SIDES in their favor. How the fuck are they not looked down upon for that? Besides any intelligent person who's read a history book knows France are probably one of the least cowardly countries the planet has to offer. Rant over. As for the movie it looks sick!,-0.3614,negative
This film is portrayed about human being. No one is a WAR HERO.,-0.3612,negative
if harry dies i'm suing,-0.2732,negative
"This sountrack its amazing! Jesus, i cant find them :/",0.7293,positive
This can't be anything less then a masterpiece,0.5888,positive
I AM SO FUCKING PROUD OF MY BABY. I CANT WAIT TO SEE THIS I KNOW HES GONNA BE AMAZING â™¡â™¡,0.9075,positive
yes!! Finally a movie to look forward to with all the crap being made,0.1739,positive
Harry ðŸ˜ðŸ’•,0.0,neutral
I don't care about Harry Styles or Christopher Nolan- I just love the history of WWII.,0.3761,positive
SO GOOD,0.4927,positive
OSCAR,0.0,neutral
Nolan should not have entered political/historical conflicts between nations ...,-0.3818,negative
"You need to see this in IMAX... the sound effects, the image, the intensity was nothing I have experienced before. 10/10 and all the complainers shoot Harry Styles being in this movie- the dialogue in this movie comes second, the rush and fate to get home comes first.",-0.5719,negative
This will be the best movie of 2017,0.6369,positive
"jumps in the water
 I have to save Harry",0.4939,positive
I'll watch it but just for Harry. Sorry hahaha,0.6652,positive
Harry styles pause at 0:49 secs thank me with a like for Xmas happy Christmas ðŸŽ„ everyone see you all next year my heart goes out to everyone that made our country safe and still speak English GOD BLESS,0.9514,positive
I had no idea Harry Styles was in this until I read the comments,-0.296,negative
Looks boring. Another war movie. Stupid Nolan fanatics going to make fool of them again hahaha,-0.836,negative
"Saw it two weeks ago. And let me just say that this was made to be seen on the big screen. Don't wait to watch it on Netflix or on DVD/Blu-Ray, go and see this in the cinema.",0.0,neutral
More disgusting filth wretched from the bowels of SJW media.,-0.5709,negative
My body is ready for Christopher Nolan,0.3612,positive
"where is harry??
 i watched this for Harry only",0.0,neutral
"An hour and a half of living I'll never get back; it was utter bollox. Having said that, the first 3 minutes was great, but then it flat-lined. Simply, a dreadfully scripted, produced and directed movie that only offers disrespect to the 100's of thousands of military involved in that theatre of war - known as Dunkirk. Less than a B Grade Bollywood flick and obviously made on a shoe-string budget and by golly, it showed in spades. CG graphics? - well there was none; unless of course you count 6ft model planes crashing into the sea, 20 minutes spent in the hull of some old tug boat with unknown hostiles taking pot shots; the ji, ji, ji ..tempo of the music was continuous and oppressive, something like that from Jaws, but never ending; damn it, the orchestral was probably the worst part and almost intolerable. And where was the flotilla of 100's of tiny boats? dah,; Dunkirk was about little people in little boats rescuing thousands and thousands of shattered troops!! CG please! For me, this was a wasted opportunity to create an epic movie and I think it would have been better to have never made Dunkirk, unless of course justice could have been done in the telling. uuuugh, simply a wasted Sunday arvo and I am embarressed to have sat through it, based on the promise of an epic retelling, of all that was Dunkirk",-0.9216,negative
The trailer is better than the movie.,0.4404,positive
"I'm surprised people aren't comparing this to other war films like Saving Private Ryan or Hacksaw Ridge, and rather they're talking about Battlefield 1 and Harry Styles.",-0.4767,negative
ImpressionnÃ©e par le travail de Nolan sur ce film ... mais TELLEMENT dÃ©Ã§ue du peu d'intÃ©rÃªt et de reconnaissance du sacrifice des soldats franÃ§ais Ã Dunkerque !!,0.0,neutral
"Since people are making a fuss about that boy band guy, all I can think of is the sentence, ""One Direction is going one direction, and that direction is towards my Vagina!""",0.1511,positive
"wow, there is something about the Germans that ALWAYS portrays them incorrectly. in ww1 movies and games every german fighter is a red Baron and in this one, that looked good at first the bf109s have a stuka siren. nice",0.8779,positive
Spitfires ME 109's okay I will go see it.,0.2263,positive
Ñ…ÐµÑ€Ð½Ñ,0.0,neutral
Christopher Nolan is overrated af.,0.0,neutral
"Hey guys I make BIKINI MODEL shoot videos, GYM MOTIVATION videos and Makeup Tutorials! ðŸ‘ðŸ˜˜
 SUBSCRIBE to me because you don't wanna kiss any of those! â¤ðŸ’‹
 
 uploading as soon as I reach 500 subs ðŸ˜˜",-0.2693,negative
I just hope they don't glamourize war.,0.6656,positive
1:38 what happened?,0.0,neutral
"ðŸ…±oat machine broke, but we got raft tho.",-0.2263,negative
song at the end? thank you,0.3612,positive
2017 is going to be Epic,0.0,neutral
When used a Dunkirk trailer before watching the trailer.,0.0,neutral
"Dunkirk, ahh good old days",0.4404,positive
Hope is a weapon... survival is victory!!!,0.5826,positive
Needs more transgender muslim dragon kin dear hearted owl hearted gay black furry libtards,0.3818,positive
TOM HARDY!,0.4574,positive
5112 people don't have no clue who Christopher Nolan is.,0.2235,positive
i can't wait!!!! omgggh,0.0,neutral
ayy,0.0,neutral
"Everybody says the girls only watch it because of Harry Styles. So what? What's the matter? Because of him, the young kids go the cinema and watch good stuff like this, so stop hating him or the girls for that and be thankful!",0.5832,positive
where is the blood?,0.0,neutral
1:29 Zimmer marks his stern presence.,0.0,neutral
OMG HAROLD ðŸ˜ðŸ‘â¤,0.0,neutral
I have to do a 4 page paper and project on this and this movie has to come out next year. Why!!,0.0,neutral
"If you just made it though the Dunkirk trailer, congratulations, you saw all the good parts of the movie. Tom Hardy is so cool he can fly a plane without gas for half a historic battle and they managed to shoot dogfighting scenes without making them feel like action scenes!",0.8716,positive
"I camped on that beach in 1982, at dawn a pheasant passed close by, it was lovely.",0.5859,positive
1:48 Tom Hardy?,0.4019,positive
Nice video. You may also want to checkout the review of Legally concealed on my blog at marvinreviews. com/legally-concealed-review/ Thanks. Nathanael.,0.7506,positive
i wanna see this movie so bad i want to see if harry is good,-0.253,negative
they should've got Michael Bay to direct this. waaay better director. Chris Nolan is shitty,-0.1779,negative
In Nolan I trust,0.5106,positive
I came here because I love war movies and this movie can show me how it goes during war and also I found out that Harry Styles is here but even though he is still in the movie and I like one Direction I'm still gonna watch the movie and be really interested but not by Harry but By what GONNA happen next in the movie,0.7131,positive
Does anyone know the song?,0.0,neutral
subscribe!!,0.0,neutral
subscribe to me for daily vlogs,0.0,neutral
trailer looks promising............afterall its christopher nolan movie....,0.0,neutral
I just watch this and think: What's the damn point of war. This is what happens when you let crazies run your country. Peace not war.,-0.7906,negative
my love harryðŸ˜,0.6369,positive
someone said that teenagers (girls to be specific) aren't educated and that they dont have respect for our veterans that they only care about liking pretty white boys and their number of followers. well as a matter in fact the majority of us have plenty of respect for our veterans and many of us are well educated. to you we might seem like a bunch of little 12 year olds crushing over a stupid boy band but if you truly knew us you would know that we respect others (as long as they respect us) and that we could care less about the number of followers we have,0.674,positive
What we do know is the film looks fucking beautiful. Kudos HvH.,0.8304,positive
I personally think Hacksaw Ridge will be the better of the 2 movies,0.4404,positive
"Britain's leaders made a dozen crucial errors even before the war. First, they let Hitler bite a chunk out of Czecheslovakia. Then they placed the entire British army behind the Manginot Line. Then they left Malta and Egypt with virtually no air defense. My hat's off to all those fishing boat captains who took the risk.",-0.8442,negative
Perfect Trailer! Not to much about the story but it reists interest!,0.7866,positive
Harry StylesðŸ’œðŸ’œðŸ’œ,0.0,neutral
"this looks like an awesome movie. I love movies about WWII. I like learning about the war. I like one direction, so I'm happy that Harry is pursuing a career in acting, and I'm super excited that this is his first movie, but he isn't the only reason I'm seeing this movie. he being in it is just a plus. I'd see it whether he was in it or not. so all of those people saying that all the teenagers will fill the theatre because of Harry, it's not true. there might be a few that's like that, but not all of us. I'm 18 and it's more about the history than the boy for me.",0.8966,positive
"Ð˜Ð½Ñ‚ÐµÑ€ÐµÑÐ½Ð¾, ÐºÐ¾Ð³Ð´Ð° Ñ„Ñ€Ð°Ð½Ñ†ÑƒÐ·Ñ‹ ÑÐ½Ð¸Ð¼ÑƒÑ‚ Ñ„Ð¸Ð»ÑŒÐ¼ Ð¾ Ñ‚Ð¾Ð¼, ÐºÐ°Ðº Ð¾Ð½Ð¸ Ð³ÐµÑ€Ð¾Ð¸Ñ‡ÐµÑÐºÐ¸ ÑÐ­Ð±@Ð»Ð¸ÑÑŒ.....",0.0,neutral
british baboons propaganda,-0.25,negative
That is a beautiful Messerschmitt BF109 E4.,0.5994,positive
if Harry dies I'm gonna cry,-0.4767,negative
DIRECTIONERS?!?! â¤,0.0,neutral
"Most people who know this film Dunkirk are just here for Harry Styles! Sorry fans I am here for Tom Hardy, Kenneth Branagh, and Mark Rylance! And it would be better for Harry Styles to be an actor to make his biggest breakthrough, not existing in a boyband that is and will be forever forgotten for years from now!",0.6458,positive
I'm just here for Chris Nolan and Hans Zimmer,0.0,neutral
I'm sorry I just couldn't take the film seriously with Harry styles in it.,-0.25,negative
"That soundtrack is already a classic, everyone is talking about it.",0.0,neutral
O KURWW HARRY,0.0,neutral
I just had a Nolangasm :D,0.6166,positive
Haaaarry,0.0,neutral
é‚„ä¸æ˜¯ä½ å€‘è‹±åœ‹æ³•åœ‹æŠŠå¾·åœ‹é€¼åˆ°çµ•è·¯ï¼Œæ´»è©²,0.0,neutral
Why do the BF109's have the bomb siren when that was something made for JU87's?,0.6124,positive
Isn't the ticking clock score for first 35secs from Interstellar ?,0.0,neutral
Original movie between fucking super heroes sequel and reboot at 2017.,0.8771,positive
"The trailer seems that Chirstopher Nolan used CGI on the airplane and battleships schenes, but he actually used REAL WWII battleships and airplanes. Best Director that god ever created!!",0.8894,positive
Zouloux,0.0,neutral
HHHHHAAAAARRRRRRYYYYY,0.0,neutral
J'HABITE Ã€ DUNKERQUE LES GENS ! ( I LIVE IN DUNKIRK ),0.0,neutral
Nolan has made another masterpiece omg i can't wait to see it,0.6249,positive
Let's recycle the same ten brit actors in every other film. At least its not another take on blue collar tough-guy brit + action movie though.,0.0,neutral
"When Harry Styles was mentioned , I was so fucking sold omg",0.0,neutral
"Quite genius actually, not only will ticket sales go through the roof but teenaged girls who belong to the braindead pop-music celebrity culture will also get educated . It's a win-win scenario.",0.0,neutral
"listen you crusty fat male ugly fucks, if christopher nolan casted harry to be in this film, YOU KNOW HE'S A FANTASTIC ACTOR AND HAS POTENTIAL. nolan being a very succesful director obviously knows his shit. he wouldn't cast harry if he had average performance skills. this is harry's debut movie and we're allowed to be excited over that. god forbid we're proud of a person that's achieving so much in his career. if you're really getting upset over a bunch of teenage girls seeing this movie for harry, then you must be bored with your life and do nothing but troll in the youtube comment section. get a fucking job, move out of your parents' basement, stop being pedophiles and replying to adolescent girls, and don't get your microscopic dicks in a twist over something that's not worth getting fired up for. go choke on your own fucking narcissism and drink a bottle bleach while you're at it.",-0.8093,negative
"Can you make movies worth seeing please, thanks.",0.7269,positive
"so who won world war 2
 
 
 
 
 
 
 
 
 Ans :- Muslims",0.0202,positive
This definitely wasn't one of Christopher Nolan's best movies but it was pretty good,0.9118,positive
"Okay I understand not everyone loves Harry Styles but I do and I know he's a good person and the creators of this movie seem like they wouldn't put a bad actor in this type of movie so please no more hate,I know he's bad dancer but at least wait until the movie comes out to determine his acting skills ðŸ˜ŠPlease and thank you and I want everyone to please start to be nicer in the comments.Directioners have a lot love and we have been through a lot this year especially with the lost of a mother and a baby born and band on break this year so don't get upset if we get all Aahhhh Harry Styles happy when we see him he makes us happy and all of you have something that makes you happy.You wouldn't want people insulting you and giving you death threats just because your happiness is connected something ðŸ˜Š
 -All the Love",0.995,positive
"The fact that atleast 40% is only seeing the movie to see Harry Styles is kind of disappointing. He's cute and all but the movie - pure genius. I actually went for the movie, not for the green eyed lanky male.",-0.0635,negative
Looks fantastic. Definitely a movie worth going to opening night.,0.802,positive
it is BF1 ? because where are soldiers french ?,0.0,neutral
amazing!!,0.658,positive
MALAYSIA GANG WHERE R U,0.0,neutral
"As a film it was enjoyable enough, certainly the special effects were so good I couldn't understand how certain scenes were created, I just think there was some seriously bad editing with the Tom Hardy scenes and his Spitfire, even the opening lines before the film should of been shown all together. I however begin to tire of these WW2 movies, because the vast majority of the kool aid masses do not seem to understand that Britain, and Europe (western Europe) are once again in dire trouble, but this time, our enemies do not wear uniforms and are already among us waiting for their orders to commence the worst atrocities yet to come. And the Americans won't come and bail us out this time, so sit back and enjoy films while there's still time to do so.",-0.647,negative
who Harry I didn't even notice I was enjoying the cinematography int the trailer,0.5267,positive
Why were they lined up like that?,0.3612,positive
"Unlike most of the commenters I couldn't care less about the acting, sense of reality or any other aspect of this movie. We all know our version of the story and how it ends. Foe me it's simply another propaganda piece that glorifies war. War is and has always been a blight on humans and has rarely, if ever, served the true needs of the ""common man"". Like a pig it's a turd that doesn't get better looking with all the lipstick that Mabelline can manufacture.",-0.8494,negative
Here for Harry Styles,0.0,neutral
"War is primitive, savage and unnecessary. Unless it's muslims in the middle-east killing each other fictional gods, that's fine. The rest of the world isn't at war, just them. Leave them alone, they're the last primitives. Let them die, they are humans just like us, and it's very sad. Let 2017 be the year it stops... I just want it all to stop. War is useless violence.",-0.9799,negative
Hey,0.0,neutral
Basically BF 1 in a movie :'D,0.0,neutral
"My one REAL IMAX overhauled their 15/70 gear for the new 4K systems :-(! Hopefully, I'll get on of the 35mm (or 70mm, but that's almost impossible) prints in my neck of the woods. Fingers crossed!",0.3472,positive
"To everyone here for Harry or just in general, do yourselves a favor and educate yourself on the topic of Dunkirk.
 https://en.wikipedia.org/wiki/Battle_of_Dunkirk
 Not respectful to the many who perished if you ignore the films topic simply because of an over-glorified musician is a member of the cast.",-0.3138,negative
"you know its an honour to live in this era with legends like ""Hans Zimmer,Christopher Nolan,Leonardo DiCaprio,Heath Ledger,Hugh Jackman and now Tom Hardy",0.836,positive
hit like if you dont know harry,0.3612,positive
To French people! MAKE YOUR OWN MOVIE ABOUT DUNKIRK IF YOU CAN ONLY WHINE,-0.5461,negative
"Ok, Who the fuck is Harry Styles? Why are people so excited about him?",0.2906,positive
1:29 This BGM is going to be EPIC.,0.0,neutral
Nolan and Naughty Dog is the definition of quality.,0.0,neutral
christopher nolan and harry styles ok i'm gonna go see this when it's out,0.296,positive
"I loved Hacksaw Ridge, will this be similar?",0.5994,positive
MY BABYYYYYYYYYY IS DROWNING,0.0,neutral
I must see this movie,0.0,neutral
If Harry dies I stg I will write a very mean tweet,0.0,neutral
All 139 dislikes are from neogaf because they hate Nolan movies,-0.7506,negative
"I forgot Cillian Murphy was in this. Another member of the Nolan Alumni. Brilliant, underrated actor. Well this film had me at ""Nolan"".",0.7096,positive
More Anglo propaganda. Move along.,-0.3134,negative
"I'm actually excited for a movie, this doesn't happen very often!",0.4003,positive
OLHA O HARRY CACETAAAAAA,0.0,neutral
wasnt there a three days cease fire for this? so they can evacuate... I guess they will address it in the movie eh...,-0.34,negative
"Please ""Summer 2017"", come soon!",0.3802,positive
quite an ensemble cast this is. don't know about 1d kid though.,0.0,neutral
It's quite simple I heard Styles was staring in this film so of course I'm going to ducking watch it,0.0,neutral
This comment section is a war all in its own. Fuck the movie id rather grab some popcorn and read the comments.,-0.8126,negative
ÐŸÐžÐ–ÐÐ›Ð£Ð™Ð¡Ð¢Ð ÐŸÐžÐ”ÐŸÐ˜Ð¨Ð˜Ð¢Ð•Ð¡Ð¬ ÐÐ ÐœÐžÐ™ ÐšÐÐÐÐ› Ð¯ ÐÐÐ§Ð˜ÐÐÐ®Ð©Ð˜Ð™ Ð®Ð¢Ð£Ð‘Ð•Ð !!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,neutral
I can't stop saying Harry's name every time his face comes up,0.2235,positive
WHEN I SAW HARRY DROWNING MY HEART DROPPED TO MY ASS LIKE I KNOW ITS NOT REAL BUT FUCK MY CHILD,0.5065,positive
Can the directioners please stay away from WW2. I doubt they even know what year it was.,-0.0516,negative
Hopefully Harry Dies :D,0.7739,positive
one of the cod WW2 Missions,0.0,neutral
2017 hurry the fuck up,-0.5423,negative
In Nolan We Trust,0.5106,positive
"Ever since dark knight rises, Nolan hasn't been the same.",0.0,neutral
Love the new battlefield 1 dlc,0.3818,positive
"So, Tommy Shelby fought in WW I and he ALSO fought in WW II? That's crazy!",-0.7795,negative
"Dunkirk is not your traditional war film. If you want a film that breaks almost every war movie convention and is a bit avant-garde then Dunkirk is for you. Having said that, this film was very underwhelming regardless of how historically accurate it is. Starting with the positives, this film is shot on beautiful film, has great props and wardrobe, it utilizes practical effects, has excellent sound effects, and has a musical score that drives the film. On the negative side of things the musical score drives the film forward constantly building you up, but once the build up stops you don't receive that satisfying of a conclusion. Very often the heavy accents and dialogue is difficult to understand, there's too many characters and none of them show any character development and lack character depth. Compared to Saving Private Ryan and or Pearl Harbor this film is really underwhelming in terms of action sequences. The best scenes visually are the flight sequences, bomb droppings, and even those are underwhelming. I also feel that if this film was rated R instead of PG-13 it could have added more realism. I feel like if this film would have shown the French soldiers who were also evacuated from Dunkirk and the French who sacrificed themselves to defend the city against a superior enemy in weaponry and numbers it could have fed my need for more action and the need to escape Dunkirk thus making the conclusion more satisfying. This film is worth a watch, but that is all.",0.4856,positive
"If Christopher Nolan makes a movie on Barbie, I will still go and watch it",0.0,neutral
"People should be glad that a younger audience is going to watch this movie. We can learn from it, I'm a directioner but I'm not gonna be screaming when i see Harry. I don't want to ruin it for others",0.8201,positive
I'm so proud of you Harry my Love. I love youðŸ™ˆâ¤,0.9152,positive
33M views just for Harry ðŸ˜‚,0.0,neutral
Fuck,-0.5423,negative
Where is Michael Caine?,0.0,neutral
Who is here for harry styles?,0.0,neutral
harry styles ðŸ˜,0.0,neutral
"I'll watch this movie just because it is a history. i dont care about famous actor/actress. if people who watch this movie just because its handsome actor/beauty actress, maybe they dont have a respect about all hero of the war, they fought with spirit and their blood. history is for our education...dont blame me btw",-0.6465,negative
"trailer i cant say anything but its nolan, movie will be awesome , it needs to be awesome",0.9231,positive
About time someone made a war movie in the last 10 years that wasnt filled with American bullshit like how they won all world wars single handedly.,-0.7269,negative
I just hope everyone takes away from this what really happened at Dunkirk instead of how well or bad an actor played in it,0.4404,positive
BRASIL CADE VC ????????????????????????????????????????,0.0,neutral
OMG !ðŸ˜â¤ harry styles,0.0,neutral
omg harryyyy,0.0,neutral
come check my youtube out and maybe sub!!!,0.0,neutral
Christopher Nolan and Hans Zimmer are a lethal combo ðŸ‘ŒðŸ¼,0.0,neutral
This has harry styles in it! Lol,0.4753,positive
All the movies are coming out in the summer!!,0.0,neutral
the trailer left me clueless about movie's plotðŸ˜‚ðŸ˜‚,-0.3612,negative
can't wait to see,0.0,neutral
this movie gonna be lit I see ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ I'm getting too excited war movies do that to me,-0.3612,negative
Who else was here for the Harry Styles part?,0.0,neutral
Looks epic,0.0,neutral
"I am waiting
 
 Nolan & zimmer again",0.0,neutral
is hans zimmer in this movie ??,0.0,neutral
"This trailer is De-noised to kingdom come, where's the beautiful film grain from the 65mm film stock which this movie was shot on?",0.5994,positive
"SAY IT WITH ME ""NOLAN DOESN'T NEED HARRY STYLES' FANS, HE HAS ENOUGH OF HIS OWN"" Goddamn all these salty ass bitches is the comment section dragging Harry for being in the movie when Nolan himself allowed him to be there like????? What is the problem??? Obviously Nolan thinks he can act, otherwise he wouldn't be casted in the first place. I know fangirls could be annoying af but that's what stopping you from enjoying the actual movie? That's sad af",-0.8708,negative
I am watching this movie just for Christopher Nolan and Tom Hardy.,0.4019,positive
"just seem this movie, it has shown me the tragedy that is war, was so intense the whole time. everyone was in tears from just imagining the fear them young boys had and the heroic men who went out to return them home.",-0.8484,negative
"well I for one (and the only one it seems) looks forward to watching this movie, the trailer was thrilling yet unrevealing, and enough to give viewers insight to the situation. Harry or no harry, Tom or no tom, Cillian or no Cillian, it'll be brilliant cinematography, well done nolan, well done.",0.765,positive
Fockin Hell.,-0.6808,negative
"The Hero of the movie was background score, if you remove that...swoooshh, nothing is left. I expected much but it was not what nolan has delivered earlier.",0.3182,positive
"If our ancestors could see Europe today they never would have fought in this war, they were told to fight and die for their lands by the very same elites who tell us today to give our land away to any foreigner that washes upon our shores.",-0.8569,negative
"Live today, fight another day",-0.3818,negative
This movie is going to be superb.,0.6249,positive
there is harry styles,0.0,neutral
like played medal of honor now)),0.8807,positive
0:53 CS),0.0,neutral
I hope Harry dies in this just to annoy all the fangirls. Learn some history folks and be thankful to the men and women who risked theirs to give you the kind of one you take for granted right now.,0.5859,positive
"Hans Zimmer, is that you ?",0.0,neutral
You're stupid if you see Dunkirk just for Harry Styles.,-0.5267,negative
1:19 it's the BFG,0.0,neutral
Harry Styles? oh shit,-0.5574,negative
amazing movie,0.5859,positive
"Eh this trailer looks ok. Nolan is 0-2 with his last two movies. Dark Knight Rises was rushed and flawed, and Interstellar was also flawed. At least he's attacking a war film now, so we'll see. Bring on War for the Planet of the Apes!",-0.8718,negative
is that tom shelby?,0.0,neutral
